TransactionID,Department,Region,TransactionDate,Revenue,Cost
4078,HR,East,2023-02-11,379577.81,288279.0
4079,IT,Central,2023-07-31,261841.5,179574.58
4080,Sales,Central,2023-12-23,52839.28,104712.21
4081,Sales,North,2023-09-22,57338.27,366411.66
4082,Finance,East,2021-09-03,197145.82,165916.72
4083,Finance,East,2023-09-25,329394.32,392405.77
4084,Finance,South,2021-02-19,241602.93,435193.16
4085,HR,North,2024-06-11,58350.61,376555.04
4086,Finance,North,2024-07-29,168849.23,73355.64
4087,Sales,Central,2022-10-31,98512.72,387364.72
4088,Finance,North,2021-08-08,571490.76,242362.58
4089,Operations,South,2023-06-26,218622.91,122289.81
4090,Finance,North,2024-10-03,53195.34,58243.41
4091,HR,West,2021-12-30,411612.6,138316.25
4092,Operations,West,2023-09-19,174008.61,77368.5
4093,Sales,South,2023-07-09,359538.62,29078.46
4094,Sales,Central,2022-07-17,128663.73,444714.2
4095,IT,East,2021-02-11,591127.35,377226.25
4096,Operations,North,2022-02-27,583493.85,337226.08
4097,IT,Central,2021-05-15,409070.76,101381.95
4098,Operations,Central,2023-02-25,437497.46,29982.14
4099,Operations,North,2024-07-06,281362.78,227608.08
4100,HR,East,2024-04-29,579009.54,338411.99
4101,IT,North,2024-07-03,280175.49,433945.74
4102,HR,East,2023-01-18,177904.74,382557.75
4103,Operations,South,2021-03-14,109035.13,403993.02
4104,Sales,East,2024-01-03,160509.54,121102.31
4105,Operations,Central,2022-09-27,362578.49,85100.84
4106,HR,South,2022-02-05,181025.9,125041.72
4107,IT,West,2024-01-08,408108.43,77866.33
4108,IT,South,2023-09-20,257112.41,362945.01
4109,HR,East,2024-06-25,537214.46,408114.6
4110,IT,South,2024-04-25,354955.33,150771.76
4111,Finance,South,2022-04-15,390545.25,396832.11
4112,Sales,West,2022-08-02,353890.69,41775.2
4113,Sales,East,2022-04-01,536490.67,310618.03
4114,Sales,Central,2024-07-23,80197.86,245877.07
4115,IT,South,2024-04-17,82378.53,137553.1
4116,IT,North,2023-07-03,434465.84,349862.87
4117,Operations,Central,2021-05-09,471219.97,109604.43
4118,Operations,South,2022-01-14,285642.13,197776.58
4119,Sales,Central,2024-02-13,240529.39,324659.23
4120,Finance,North,2024-09-07,199259.51,164114.92
4121,Operations,Central,2022-01-24,175089.16,387515.6
4122,Operations,Central,2023-02-25,551137.02,391864.47
4123,IT,North,2022-04-09,208802.45,105493.14
4124,Finance,North,2024-05-10,404683.73,208248.48
4125,Sales,North,2023-09-16,481837.6,204629.46
4126,Operations,West,2022-07-01,57191.45,195139.5
4127,Finance,North,2022-02-13,63800.15,234851.96
4128,Finance,Central,2022-09-10,229891.26,50126.25
4129,Sales,North,2023-01-31,431288.74,393861.6
4130,Finance,South,2024-03-21,189743.24,143243.18
4131,Finance,North,2022-10-15,45823.23,18782.95
4132,Finance,North,2024-11-29,204922.08,313964.9
4133,Operations,East,2023-09-29,95022.6,299003.94
4134,Sales,Central,2022-05-06,166774.38,442726.08
4135,Finance,Central,2023-03-18,229920.45,328714.8
4136,Finance,South,2024-03-31,116071.83,161729.04
4137,Operations,West,2021-05-27,437032.42,429530.78
4138,Sales,East,2024-12-06,187035.73,175829.39
4139,IT,South,2021-09-13,411907.61,372777.7
4140,Operations,South,2022-01-05,377463.23,163011.2
4141,Sales,Central,2022-10-13,543415.25,39041.99
4142,Finance,East,2024-08-07,93802.91,334995.06
4143,Sales,Central,2024-09-25,164107.5,169291.12
4144,Sales,West,2021-03-17,525174.03,164399.49
4145,Sales,Central,2022-07-23,501282.96,327247.9
4146,IT,North,2022-05-20,151618.58,157120.36
4147,Sales,Central,2024-09-06,104793.49,68981.49
4148,IT,North,2022-10-24,520214.01,192748.43
4149,Finance,South,2023-10-13,143866.62,373900.63
4150,IT,West,2024-08-23,528465.89,74248.34
4151,Finance,North,2021-12-13,578418.66,257535.7
4152,Finance,West,2024-11-17,167547.68,75136.01
4153,IT,Central,2024-05-07,511415.12,39246.99
4154,Operations,Central,2021-07-01,280226.25,181602.62
4155,HR,South,2021-08-28,482772.03,302205.59
4156,Sales,Central,2021-03-07,271104.53,136794.53
4157,HR,North,2021-06-20,84069.56,210555.86
4158,Sales,South,2021-06-14,440545.88,230254.96
4159,Sales,West,2023-08-12,128632.2,381437.4
4160,Finance,South,2021-03-04,559498.92,371799.02
4161,Sales,West,2021-12-21,276849.19,19013.99
4162,Sales,East,2021-02-20,90510.08,196813.01
4163,IT,North,2022-08-07,171806.41,301431.33
4164,HR,North,2021-02-12,523697.28,386235.15
4165,IT,West,2023-08-21,223202.44,39123.84
4166,Sales,Central,2024-09-06,520262.04,289403.27
4167,Finance,Central,2024-09-03,140619.14,381752.42
4168,IT,East,2024-05-24,304861.06,128192.84
4169,IT,West,2024-04-29,532434.02,106670.74
4170,Operations,East,2022-11-01,71864.68,220110.94
4171,Sales,West,2021-03-31,213873.84,433834.38
4172,Finance,East,2024-12-16,549967.63,317326.92
4173,IT,West,2022-09-08,376072.11,201377.54
4174,IT,North,2022-07-17,442508.83,27012.73
4175,Finance,East,2024-07-01,512381.28,258505.57
4176,Sales,East,2024-02-05,335596.02,168676.42
4177,Operations,West,2024-08-10,514178.08,98228.29
4178,IT,South,2024-06-13,399514.34,234063.98
4179,Operations,South,2023-04-15,425536.0,165477.3
4180,HR,North,2021-12-22,129834.22,34729.06
4181,Sales,Central,2022-09-09,566155.45,331418.6
4182,HR,Central,2023-02-06,486826.81,334475.82
4183,HR,North,2021-10-31,186078.78,285335.19
4184,HR,Central,2022-08-07,366897.04,381234.52
4185,Sales,West,2024-02-15,253938.58,105774.43
4186,Sales,South,2022-01-02,411523.11,141639.07
4187,Finance,North,2022-04-04,596529.5,216139.3
4188,Operations,West,2021-04-30,70389.25,43995.68
4189,Operations,North,2024-05-21,573650.62,399691.78
4190,Finance,South,2024-04-21,85177.19,229951.56
4191,Finance,Central,2024-09-24,300724.37,158254.52
4192,HR,West,2024-06-08,312570.61,224480.21
4193,Finance,South,2021-12-30,194142.07,158456.08
4194,IT,North,2022-04-29,359518.1,141665.8
4195,Operations,East,2023-05-02,507850.1,211543.97
4196,Finance,West,2023-08-08,208149.01,226182.82
4197,IT,North,2021-09-03,84074.74,205205.21
4198,IT,North,2023-02-03,395917.45,254706.17
4199,IT,South,2024-06-02,462218.55,356419.73
4200,IT,North,2024-03-26,574760.27,42739.86
4201,HR,West,2022-09-23,133536.18,368576.07
4202,IT,West,2021-12-31,545254.73,116726.86
4203,HR,North,2023-06-21,312578.53,126904.14
4204,HR,South,2021-07-05,175845.82,276969.52
4205,IT,West,2024-04-23,579325.4,439490.0
4206,Operations,East,2024-11-11,177328.25,25516.51
4207,IT,Central,2021-10-07,452061.52,308793.71
4208,IT,South,2023-01-12,480612.16,319059.59
4209,IT,South,2024-07-12,283938.07,265817.58
4210,Operations,Central,2021-12-18,427941.59,22186.13
4211,Sales,Central,2022-08-12,362724.78,279943.98
4212,Sales,West,2021-03-23,151578.18,67689.21
4213,HR,North,2024-04-19,466737.77,51725.24
4214,HR,North,2024-09-27,560048.96,318698.6
4215,Operations,East,2021-07-15,316194.12,320501.33
4216,Finance,North,2021-03-01,596842.19,402441.93
4217,Sales,East,2021-05-31,282520.75,19460.36
4218,HR,East,2023-12-21,311253.8,181624.26
4219,Sales,South,2022-03-04,419013.12,23301.5
4220,Operations,South,2023-08-09,148102.43,175534.22
4221,Operations,West,2021-11-27,545580.04,230396.23
4222,Finance,Central,2023-11-29,489706.4,246843.0
4223,Finance,Central,2024-06-30,529191.59,171762.93
4224,Operations,East,2023-06-09,383305.01,331330.19
4225,HR,Central,2023-08-13,535480.12,197537.01
4226,Sales,East,2024-06-10,422384.73,241398.67
4227,IT,Central,2021-12-20,328916.3,363637.84
4228,Finance,West,2023-06-20,562143.9,93298.8
4229,IT,South,2024-04-08,289044.47,156626.74
4230,HR,South,2021-08-05,322816.27,243257.59
4231,Finance,East,2021-12-14,139096.77,349611.07
4232,IT,Central,2022-02-15,570950.75,201753.54
4233,HR,North,2023-01-01,167684.31,49435.25
4234,Sales,West,2023-06-17,156785.84,445174.79
4235,HR,Central,2023-07-04,101163.01,323817.43
4236,Finance,North,2021-08-31,296614.5,330221.58
4237,Operations,West,2021-01-08,196856.08,218925.32
4238,Sales,West,2024-07-30,456133.46,254321.3
4239,IT,South,2022-09-15,215674.5,447428.93
4240,Finance,East,2023-07-13,445027.5,275089.98
4241,Operations,Central,2022-08-03,153758.4,112577.53
4242,HR,West,2021-06-15,172631.04,434612.05
4243,Operations,Central,2024-05-11,492426.66,250313.48
4244,Finance,West,2021-12-30,250956.92,26930.89
4245,Finance,South,2024-03-21,107034.56,265687.84
4246,Operations,East,2024-12-19,578579.11,48445.46
4247,HR,North,2022-10-20,143452.65,245918.15
4248,Operations,North,2024-12-04,128359.4,374543.29
4249,Finance,South,2022-05-30,243902.05,250790.27
4250,Finance,West,2024-06-28,98076.74,179331.84
4251,IT,South,2024-01-06,131367.09,399287.41
4252,IT,East,2024-12-16,514776.75,418718.91
4253,Sales,North,2023-01-02,140186.3,168116.1
4254,Finance,Central,2023-06-29,106841.88,233546.74
4255,IT,North,2024-11-09,533376.43,442622.43
4256,Operations,East,2024-11-03,291307.06,94939.57
4257,HR,West,2024-06-05,132225.43,146802.2
4258,Operations,South,2021-04-28,367742.17,203078.5
4259,HR,North,2023-10-07,68035.74,61583.74
4260,IT,North,2024-07-14,282197.32,135522.39
4261,Sales,Central,2024-06-12,372624.17,253305.51
4262,Operations,South,2024-04-06,576201.62,116711.16
4263,Operations,Central,2023-02-11,226187.94,314475.11
4264,Operations,Central,2023-07-19,469603.36,168194.08
4265,HR,West,2022-11-27,118648.4,56791.41
4266,IT,North,2022-06-06,285638.2,348278.27
4267,Operations,South,2021-12-03,168839.78,263123.84
4268,Operations,West,2024-09-12,318319.65,374343.53
4269,Sales,West,2024-10-14,276563.68,173585.5
4270,Sales,West,2022-03-24,588780.7,26371.92
4271,IT,East,2022-10-15,554211.39,38169.43
4272,IT,East,2023-06-09,368124.27,361634.32
4273,Finance,West,2022-08-27,142962.93,195397.0
4274,Sales,East,2024-01-26,354111.13,439798.62
4275,Finance,South,2022-10-15,484605.66,376693.22
4276,HR,North,2023-01-29,66105.05,24964.65
4277,Finance,South,2024-07-03,285886.29,393831.45
4278,Operations,North,2022-03-18,68669.04,109958.19
4279,Finance,East,2022-02-13,180396.66,228066.45
4280,IT,South,2023-03-21,96123.64,236644.42
4281,HR,Central,2021-03-26,578120.95,43799.56
4282,Operations,West,2024-12-11,138699.9,72287.56
4283,Finance,North,2023-08-11,128307.65,200756.48
4284,HR,North,2022-11-28,584490.51,295612.22
4285,HR,Central,2021-04-08,331361.85,132228.13
4286,Operations,Central,2022-06-26,465681.69,245405.22
4287,Finance,West,2021-07-10,226659.63,181786.48
4288,HR,East,2023-08-26,340737.69,290317.03
4289,HR,South,2024-05-09,48803.81,201356.91
4290,Sales,South,2024-09-07,271894.25,385905.5
4291,HR,South,2021-09-15,353074.83,442977.44
4292,Sales,East,2021-06-04,330497.64,412438.39
4293,Finance,West,2023-08-02,270229.93,90837.03
4294,Finance,South,2021-08-16,482288.75,215500.76
4295,Finance,North,2022-06-01,323410.66,216209.26
4296,IT,North,2022-10-03,398046.89,381081.48
4297,Finance,North,2021-03-15,147464.73,172305.79
4298,HR,Central,2021-12-31,523132.55,255428.01
4299,Operations,Central,2021-01-24,246374.08,281208.53
4300,Sales,East,2022-04-08,312567.52,66176.98
4301,IT,South,2022-04-26,240468.1,259039.21
4302,Finance,Central,2024-01-18,540008.48,124635.52
4303,Finance,North,2024-08-16,544910.78,107258.49
4304,Operations,Central,2021-02-13,169477.81,126136.33
4305,Operations,North,2023-11-27,462756.58,60920.06
4306,IT,South,2024-07-27,102100.37,48123.47
4307,Sales,East,2022-04-06,61566.95,297446.27
4308,Finance,West,2024-04-07,509304.18,424502.87
4309,IT,West,2021-03-11,117803.87,315215.84
4310,HR,North,2021-08-01,130904.41,152721.62
4311,HR,Central,2023-07-03,381656.48,162740.13
4312,IT,Central,2021-03-13,498306.53,251880.14
4313,Finance,North,2023-04-08,150228.51,392242.41
4314,IT,South,2021-06-29,108376.69,105464.69
4315,Finance,North,2021-07-27,87913.9,220396.91
4316,Operations,South,2021-06-26,58789.76,233544.98
4317,IT,East,2022-12-08,109645.93,420288.6
4318,Finance,East,2024-08-17,568194.01,249618.04
4319,IT,North,2023-06-03,97881.79,355330.95
4320,IT,East,2023-01-21,376645.23,55930.11
4321,Finance,Central,2024-03-23,556136.35,159231.0
4322,Finance,South,2021-06-03,393440.18,282134.93
4323,Sales,West,2021-01-30,63173.89,310739.59
4324,IT,West,2023-11-17,376009.66,400411.65
4325,HR,East,2023-09-03,546201.25,273063.06
4326,IT,South,2024-06-17,224020.26,143098.22
4327,IT,Central,2022-10-06,219063.5,250889.14
4328,Finance,West,2022-11-22,183119.29,325380.96
4329,IT,Central,2021-04-08,325577.25,356837.13
4330,IT,Central,2021-11-22,177058.28,426060.4
4331,HR,West,2021-08-25,446702.77,100405.14
4332,Finance,West,2021-05-18,402898.27,303528.31
4333,IT,East,2022-09-22,267429.36,104533.38
4334,Operations,South,2022-09-10,446018.06,155320.85
4335,Sales,North,2023-12-06,99665.45,79674.26
4336,HR,South,2022-01-25,460988.26,351933.3
4337,IT,North,2024-10-19,379614.04,412847.79
4338,Operations,West,2021-12-26,394696.0,30929.24
4339,IT,Central,2022-08-05,80888.35,369435.47
4340,IT,South,2021-07-26,388064.93,122438.33
4341,Finance,Central,2022-08-24,319237.72,228370.7
4342,Finance,South,2023-09-06,314653.69,341230.69
4343,Finance,South,2022-05-30,223628.64,236961.07
4344,Operations,Central,2023-03-21,49225.71,117899.96
4345,IT,East,2024-10-21,279563.76,409463.58
4346,Sales,West,2022-03-14,267508.5,274427.7
4347,HR,East,2024-06-08,279657.0,420302.41
4348,Finance,East,2024-12-17,384656.67,383749.06
4349,Finance,South,2022-04-14,211447.95,396685.86
4350,IT,West,2022-09-22,194507.81,174259.9
4351,IT,South,2024-08-27,321268.61,444520.14
4352,Operations,North,2022-01-30,373736.31,386234.41
4353,Operations,South,2021-04-24,359867.28,163846.22
4354,Finance,Central,2024-05-10,534311.16,405251.43
4355,IT,South,2022-04-08,471874.95,344286.5
4356,Sales,North,2022-06-26,73965.39,331259.2
4357,HR,South,2024-10-19,357728.86,20689.56
4358,IT,North,2021-09-04,276886.89,27749.34
4359,IT,West,2024-06-23,245383.47,318150.37
4360,Operations,South,2024-04-22,576632.23,138391.29
4361,HR,North,2024-12-07,298521.66,43279.93
4362,Finance,West,2021-09-30,444286.37,141530.86
4363,IT,Central,2022-06-29,581733.27,379976.89
4364,Finance,East,2024-07-24,128805.08,221304.3
4365,IT,North,2022-09-15,75312.03,283930.24
4366,Finance,Central,2022-12-19,219059.23,363818.34
4367,HR,West,2023-02-17,69666.57,157697.77
4368,Operations,Central,2023-10-18,109804.36,22815.03
4369,HR,South,2022-05-05,595398.95,157674.71
4370,Sales,East,2021-08-03,577899.29,431285.06
4371,Operations,North,2024-02-01,428667.43,226347.11
4372,HR,West,2022-08-13,462907.78,264156.88
4373,Sales,East,2021-06-24,122973.1,346505.48
4374,IT,West,2021-02-21,375355.74,67651.22
4375,IT,Central,2021-10-24,130699.07,335060.34
4376,Finance,West,2021-06-24,255004.32,146629.92
4377,Operations,West,2023-08-27,236666.49,185685.77
4378,IT,Central,2021-12-09,385748.06,134419.62
4379,Operations,Central,2022-08-23,89229.68,84331.68
4380,IT,East,2021-06-20,102421.45,174151.31
4381,Finance,North,2023-11-27,383512.22,58884.03
4382,HR,Central,2024-05-09,398045.3,382944.12
4383,Finance,East,2023-12-24,233634.75,150168.82
4384,Sales,West,2022-03-31,126513.48,300362.68
4385,IT,West,2022-12-28,536774.35,146172.48
4386,Sales,South,2024-12-03,74386.58,109024.15
4387,Sales,Central,2023-06-06,443143.41,326299.87
4388,Operations,East,2023-10-03,122724.82,287569.65
4389,IT,East,2023-01-25,398742.52,112221.33
4390,Sales,North,2021-05-30,413329.0,282425.54
4391,HR,East,2022-09-28,491364.1,20160.72
4392,Sales,Central,2023-08-25,264238.92,94427.11
4393,HR,East,2022-12-11,57097.04,332389.72
4394,Operations,South,2021-10-05,495132.41,195185.09
4395,Sales,West,2021-02-04,291457.75,105967.68
4396,Finance,West,2021-06-24,515134.85,236555.87
4397,Operations,East,2023-11-23,475671.65,218973.74
4398,HR,East,2022-12-16,321560.29,291860.48
4399,Operations,East,2024-11-21,599666.67,49336.55
4400,Sales,East,2021-09-11,301451.67,371959.04
4401,IT,South,2022-07-22,431560.06,43175.57
4402,IT,Central,2021-11-19,416741.12,214065.48
4403,HR,South,2021-01-13,332527.03,324924.35
4404,HR,South,2021-02-19,369869.41,166958.37
4405,IT,South,2024-06-10,488227.86,411171.2
4406,HR,West,2023-08-11,362245.36,344260.16
4407,Operations,South,2023-09-21,294832.31,202052.76
4408,Finance,East,2022-09-08,412455.77,97413.0
4409,Finance,South,2023-05-16,64707.51,36765.61
4410,Operations,East,2021-04-06,105602.6,364318.99
4411,Finance,Central,2021-12-09,114611.64,101926.47
4412,Sales,West,2023-05-06,281301.05,134499.24
4413,Operations,Central,2021-07-12,528835.26,22483.45
4414,HR,Central,2022-05-26,402028.5,25874.01
4415,Operations,West,2024-02-23,584803.26,117540.76
4416,IT,East,2024-01-10,67167.24,395079.19
4417,HR,East,2021-01-07,445713.91,355315.56
4418,IT,East,2021-11-26,219381.86,350585.19
4419,HR,West,2021-03-24,57923.42,375279.02
4420,Finance,South,2023-06-24,503389.31,98617.06
4421,Operations,North,2022-09-18,135294.92,440956.2
4422,Sales,South,2022-06-11,163811.57,118307.22
4423,HR,South,2024-02-11,233958.55,82769.7
4424,HR,Central,2022-03-16,482538.2,145286.51
4425,IT,North,2023-06-09,391647.77,247155.84
4426,Finance,East,2023-02-01,191997.93,71754.03
4427,IT,South,2023-10-21,138511.58,337084.28
4428,IT,West,2021-01-19,105799.27,178499.53
4429,Finance,South,2021-01-09,128148.2,263555.94
4430,Sales,East,2024-04-23,526820.56,335189.96
4431,IT,South,2023-11-28,557089.27,407618.1
4432,IT,Central,2022-12-24,582216.58,371957.89
4433,HR,Central,2023-06-23,508276.2,250186.47
4434,Finance,South,2021-05-14,537501.63,446186.69
4435,Operations,Central,2024-01-31,497937.44,246847.33
4436,Sales,West,2024-03-18,576720.95,249539.97
4437,Sales,North,2021-04-03,514336.27,86466.9
4438,Finance,South,2023-03-13,301411.49,82247.27
4439,HR,West,2024-03-09,224406.14,90878.89
4440,HR,West,2024-08-11,369237.6,273666.83
4441,Finance,West,2023-05-14,382541.75,197354.27
4442,HR,East,2023-02-13,364077.57,184702.1
4443,Sales,South,2022-06-28,437233.12,73105.18
4444,Sales,South,2021-07-07,432932.0,182630.97
4445,Operations,South,2021-05-16,93392.83,181291.62
4446,Finance,North,2021-06-15,203464.96,286191.81
4447,IT,West,2023-09-18,538872.4,185792.99
4448,IT,South,2024-03-16,372469.45,198905.19
4449,Operations,Central,2021-09-02,227331.21,135738.56
4450,Operations,East,2024-04-21,517004.55,74809.69
4451,HR,North,2023-10-30,183218.47,147604.7
4452,Operations,East,2024-12-30,272105.92,36474.63
4453,Operations,West,2024-03-25,198321.4,106002.71
4454,IT,Central,2023-04-10,528599.21,158379.46
4455,HR,West,2022-11-19,449200.22,80919.2
4456,Operations,South,2021-04-24,300425.23,305266.89
4457,Operations,East,2021-06-16,562426.96,139290.49
4458,HR,Central,2022-05-03,559731.85,283907.91
4459,Finance,East,2022-03-13,439896.39,296158.58
4460,HR,North,2021-08-11,540056.47,211228.54
4461,IT,Central,2021-07-10,444263.18,212013.98
4462,Finance,North,2022-07-30,393657.59,269192.13
4463,Sales,Central,2023-03-05,278534.57,131381.14
4464,HR,South,2021-06-22,196775.72,27177.83
4465,IT,East,2024-07-04,78442.83,296650.63
4466,Finance,East,2022-03-26,489482.83,280882.97
4467,HR,West,2021-03-18,112800.51,223796.62
4468,Operations,Central,2022-09-07,272743.83,396330.74
4469,HR,Central,2021-08-14,175221.99,237725.93
4470,Sales,North,2024-06-03,297317.6,149109.69
4471,HR,Central,2023-01-09,219816.02,326246.02
4472,Finance,East,2023-07-30,505480.08,433758.32
4473,Finance,Central,2021-03-17,587889.1,336331.68
4474,HR,West,2023-11-23,567562.9,410622.29
4475,Finance,West,2021-03-10,390415.3,66692.57
4476,Operations,East,2022-02-19,588498.48,70266.1
4477,HR,East,2023-01-01,267401.08,84789.67
4478,Operations,East,2021-12-28,334980.53,321633.12
4479,Operations,Central,2023-05-20,187551.66,186353.45
4480,IT,Central,2024-10-25,543380.31,224371.21
4481,HR,South,2024-11-23,144738.56,131149.49
4482,Finance,North,2024-02-18,383820.55,335997.71
4483,Operations,Central,2023-12-08,488697.04,383190.33
4484,IT,South,2021-03-09,375446.3,87212.51
4485,HR,South,2024-09-24,88720.25,101261.14
4486,HR,West,2024-01-14,384353.02,164621.13
4487,Sales,Central,2023-07-25,470729.02,139031.97
4488,Sales,South,2022-01-12,149244.63,247623.81
4489,Operations,West,2024-11-09,454008.84,343114.22
4490,Sales,North,2021-10-03,532610.63,360694.24
4491,Operations,West,2023-02-07,592484.46,108050.27
4492,Finance,North,2023-08-08,272582.89,93851.36
4493,Operations,East,2021-07-24,58965.12,175115.93
4494,Sales,East,2023-01-15,277588.85,81816.75
4495,Finance,West,2023-12-25,411426.45,57656.33
4496,Sales,East,2023-06-30,539707.6,122795.23
4497,Operations,Central,2024-01-08,565648.71,188183.71
4498,IT,West,2021-11-21,549814.56,271947.6
4499,HR,South,2022-01-13,410167.67,330456.44
4500,Sales,Central,2023-03-28,423800.29,114254.57
4501,Operations,West,2022-11-12,46323.01,371662.76
4502,Finance,North,2022-11-02,246870.84,32545.77
4503,Sales,East,2022-09-20,548305.21,209827.87
4504,Sales,East,2024-10-01,427737.8,291489.07
4505,HR,East,2023-10-15,304696.02,143826.06
4506,Operations,West,2022-03-11,102860.09,313354.92
4507,IT,Central,2023-06-04,181705.75,392567.1
4508,Finance,North,2024-11-02,352982.0,56606.25
4509,Operations,East,2023-11-05,543113.34,239426.1
4510,Finance,Central,2024-05-01,98175.85,26108.86
4511,Sales,South,2024-06-10,130334.27,138776.09
4512,HR,South,2024-07-10,408527.82,77158.2
4513,HR,North,2022-03-22,208253.1,287686.8
4514,IT,East,2021-02-23,139185.6,125431.34
4515,HR,South,2022-11-23,144031.96,139996.01
4516,Sales,Central,2021-01-04,318400.34,106832.29
4517,IT,Central,2021-09-14,368978.06,123322.68
4518,Operations,South,2024-10-16,546913.95,115247.61
4519,HR,East,2023-04-14,339048.54,319480.41
4520,IT,North,2024-06-17,428656.84,430910.09
4521,Sales,East,2022-04-27,145280.7,229779.98
4522,Finance,West,2022-04-06,440970.46,277367.53
4523,Finance,South,2023-04-29,405024.94,371421.85
4524,Sales,West,2024-03-07,164981.04,223677.86
4525,Sales,South,2024-09-09,416504.49,148474.53
4526,Finance,North,2022-04-18,162378.08,428821.12
4527,IT,East,2021-07-12,374435.67,409459.63
4528,Finance,East,2021-11-03,416211.59,113195.42
4529,Sales,South,2023-01-29,429809.55,321729.03
4530,HR,Central,2023-06-25,549642.96,297564.28
4531,Operations,West,2021-08-09,571049.73,298641.39
4532,HR,East,2021-06-21,494659.86,376820.5
4533,HR,East,2024-03-29,532705.2,309213.63
4534,Sales,South,2021-06-21,55727.53,241777.66
4535,Finance,Central,2023-12-23,246280.8,383500.48
4536,IT,West,2023-12-25,67045.83,132411.31
4537,HR,Central,2024-04-07,169789.17,311425.43
4538,Finance,Central,2021-03-22,256857.0,321056.76
4539,IT,South,2023-01-29,526504.41,393978.33
4540,HR,Central,2024-07-15,329023.52,449268.9
4541,IT,West,2024-11-04,405117.88,258862.16
4542,Finance,North,2021-03-14,246362.66,227266.82
4543,Operations,North,2021-11-28,379618.33,277495.16
4544,Finance,West,2024-04-26,497622.76,302548.73
4545,Sales,South,2023-11-15,212188.97,326009.19
4546,IT,East,2021-08-16,562402.47,139487.28
4547,Operations,South,2024-02-16,163388.99,228397.99
4548,IT,West,2024-02-06,555212.23,178237.69
4549,IT,Central,2021-08-30,60705.14,34750.06
4550,HR,North,2022-05-18,346227.51,281314.12
4551,Sales,Central,2023-12-16,591770.96,395919.87
4552,IT,South,2024-03-18,383427.19,416076.21
4553,Finance,West,2024-08-27,352948.2,241527.02
4554,Finance,North,2022-07-06,423770.99,348862.14
4555,HR,West,2023-07-13,205562.75,325762.3
4556,Sales,North,2021-05-01,74923.01,116883.93
4557,Sales,North,2021-01-26,184340.66,45177.35
4558,Finance,North,2024-02-10,142817.18,341073.97
4559,Operations,South,2022-05-26,557580.93,140123.98
4560,HR,West,2023-05-31,518005.43,255333.22
4561,HR,East,2021-01-23,221331.21,244395.81
4562,Finance,East,2024-07-11,509018.46,371321.53
4563,Finance,East,2021-04-26,162522.74,296486.93
4564,Operations,West,2022-04-25,155766.49,383967.64
4565,Operations,Central,2021-11-03,470982.16,342965.94
4566,Sales,West,2021-08-19,226446.49,449927.13
4567,HR,North,2022-12-02,80959.91,391193.99
4568,HR,Central,2022-05-07,444592.55,109185.09
4569,Finance,North,2023-02-08,594228.77,433320.01
4570,Sales,North,2024-02-18,359117.63,164938.02
4571,HR,West,2021-10-13,191335.5,280586.89
4572,Sales,East,2023-09-15,251962.66,424663.51
4573,Sales,Central,2024-12-01,405000.51,110519.4
4574,Finance,South,2024-10-13,434265.68,388353.15
4575,Sales,East,2023-06-09,536914.38,429761.93
4576,Operations,South,2024-03-21,549403.63,386820.06
4577,Operations,West,2022-08-21,523009.57,371882.01
4578,IT,Central,2024-09-10,404912.46,132313.41
4579,Finance,West,2023-05-07,294668.07,193867.05
4580,IT,South,2023-04-19,422014.54,346464.3
4581,Operations,North,2024-06-23,414943.83,69047.46
4582,IT,West,2023-07-07,165980.52,401776.93
4583,Finance,Central,2024-08-31,326692.26,108831.01
4584,Finance,West,2023-07-29,160559.19,261996.49
4585,Sales,East,2023-03-16,544013.7,63385.71
4586,HR,West,2021-06-11,224402.59,98002.06
4587,Sales,South,2022-09-04,492011.42,270936.03
4588,Finance,West,2024-10-24,254361.02,292165.41
4589,Operations,Central,2024-04-23,468873.56,134532.66
4590,Operations,West,2023-08-11,167606.41,69450.04
4591,Sales,West,2021-10-03,468877.49,255408.16
4592,Finance,Central,2023-09-24,144640.28,381155.55
4593,Operations,West,2022-06-13,317403.73,105024.5
4594,Finance,Central,2024-12-30,108062.84,316756.21
4595,Operations,South,2024-07-07,337983.43,184700.62
4596,Finance,Central,2023-08-17,500496.46,425414.04
4597,IT,South,2024-06-22,464328.56,53671.6
4598,Finance,South,2024-09-23,73146.94,35266.33
4599,Finance,Central,2021-02-19,318158.55,71701.17
4600,Sales,West,2024-07-19,517985.05,356016.17
4601,IT,East,2024-06-12,405807.44,416636.52
4602,HR,Central,2022-08-07,77856.73,373309.91
4603,Sales,West,2023-07-03,225725.77,328103.43
4604,HR,South,2024-08-22,353905.72,42876.57
4605,Operations,North,2022-04-22,140821.57,110366.61
4606,HR,East,2022-05-03,423462.31,422083.76
4607,Finance,West,2021-03-21,397339.76,287046.6
4608,HR,East,2024-08-02,157356.58,220316.06
4609,Sales,North,2022-07-15,350470.87,299798.83
4610,Sales,North,2024-01-27,495503.8,95152.5
4611,HR,North,2022-02-10,253028.82,403719.39
4612,Sales,Central,2022-06-21,182077.55,301523.17
4613,Sales,East,2021-09-12,434177.42,221577.61
4614,HR,Central,2023-08-18,84296.39,215586.25
4615,IT,North,2022-05-02,507133.96,373267.1
4616,IT,West,2024-05-02,568619.73,150999.21
4617,Operations,North,2022-05-31,580456.79,77240.94
4618,Sales,Central,2022-04-09,285059.01,98209.24
